@RELATIO-1 aclImdb-first10

@ATTRIBUTE the -1UMERIC
@ATTRIBUTE and -1UMERIC
@ATTRIBUTE a -1UMERIC
@ATTRIBUTE of -1UMERIC
@ATTRIBUTE to -1UMERIC
@ATTRIBUTE is -1UMERIC
@ATTRIBUTE it -1UMERIC
@ATTRIBUTE in -1UMERIC
@ATTRIBUTE i -1UMERIC
@ATTRIBUTE this -1UMERIC
@ATTRIBUTE pos {1,-1}

@DATA
39,15,10,20,12,5,4,10,3,5,-1
10,3,4,2,3,5,5,1,4,3,-1
17,4,1,5,5,1,0,0,2,3,-1
6,0,1,0,2,0,1,0,2,3,-1
6,3,4,3,2,2,1,1,2,6,-1
17,11,11,9,4,9,6,0,0,3,-1
14,8,4,6,5,6,3,5,10,4,-1
10,6,4,5,7,0,5,3,11,3,-1
44,17,8,13,19,12,2,15,7,6,-1
25,16,8,6,3,12,9,4,3,2,-1
38,4,12,16,11,8,5,9,6,7,-1
23,9,14,8,10,5,9,6,5,5,-1
16,4,7,1,7,2,6,4,4,13,-1
7,3,6,6,5,1,4,1,2,1,-1
16,13,8,9,4,4,6,5,8,3,-1
5,4,7,4,3,1,6,0,6,4,-1
36,22,10,13,8,7,2,11,4,1,-1
34,23,12,24,21,10,12,4,4,4,-1
9,2,1,5,0,3,2,4,2,4,-1
8,6,1,2,1,4,4,1,0,0,-1
13,7,5,2,4,1,5,1,2,3,-1
6,6,6,4,5,2,6,2,6,3,-1
18,3,2,7,0,5,1,4,0,2,-1
18,10,10,10,7,2,2,7,4,4,-1
5,4,1,3,1,0,0,3,3,3,-1
29,11,4,8,6,7,6,5,1,4,-1
7,2,3,1,5,2,1,0,1,0,-1
8,6,6,6,2,4,2,3,0,1,-1
6,4,2,4,2,1,1,1,1,2,-1
15,5,4,6,13,2,6,1,7,3,-1
16,3,1,3,6,0,1,9,7,1,-1
7,2,0,1,5,1,3,2,3,0,-1
9,7,5,4,2,0,3,6,3,4,-1
7,1,1,3,3,2,1,0,4,2,-1
6,4,3,1,6,1,2,3,2,1,-1
3,5,7,2,0,1,0,0,2,2,-1
3,1,1,1,0,1,0,0,0,0,-1
9,3,2,3,3,0,3,3,6,1,-1
2,3,3,2,2,0,1,0,0,2,-1
4,1,5,1,4,0,2,1,5,3,-1
5,5,8,4,2,2,3,0,5,4,-1
13,6,5,5,2,4,10,10,8,6,-1
9,2,0,3,4,3,3,0,3,3,-1
14,7,5,6,3,3,2,2,5,3,-1
3,5,1,3,4,3,4,1,3,4,-1
8,4,3,1,1,7,5,3,2,3,-1
13,8,5,8,5,1,3,11,14,6,-1
20,10,14,11,8,4,10,12,0,0,-1
12,4,2,6,6,2,3,2,1,1,-1
7,2,1,2,1,3,1,0,4,3,-1
7,3,4,6,4,3,2,1,5,4,-1
19,2,11,8,6,3,3,3,5,5,-1
15,6,15,11,8,6,5,4,5,6,-1
8,4,1,7,9,1,0,2,5,1,-1
10,2,3,4,0,5,1,2,0,2,-1
11,0,2,4,5,1,2,4,2,4,-1
4,3,8,1,4,2,4,3,1,0,-1
9,6,6,5,4,2,1,5,0,0,-1
35,13,13,20,19,7,9,7,3,9,-1
17,4,7,4,8,5,5,7,2,4,-1
11,7,12,6,10,8,8,5,5,3,-1
41,21,18,15,8,8,5,6,4,7,-1
15,10,9,7,2,6,1,3,0,2,-1
31,10,8,15,15,7,6,5,0,2,-1
17,7,5,3,3,4,1,4,3,2,-1
28,4,5,6,6,5,0,4,1,4,-1
13,8,5,2,5,6,1,3,0,4,-1
26,10,7,17,11,3,2,12,0,5,-1
2,1,4,3,2,1,0,0,0,1,-1
8,2,3,3,4,3,1,1,0,0,-1
1,4,4,1,7,7,4,3,1,6,-1
4,4,2,1,6,6,5,1,0,2,-1
7,1,0,4,2,1,0,1,1,1,-1
4,2,2,1,1,2,0,1,0,2,-1
4,1,6,2,1,0,2,5,0,3,-1
7,13,12,10,12,5,3,11,6,3,-1
6,5,6,9,1,0,0,3,4,0,-1
5,4,2,5,3,2,4,1,1,3,-1
13,7,7,3,7,4,10,2,5,5,-1
15,11,8,4,9,3,3,4,5,5,-1
3,1,3,1,0,0,1,0,1,2,-1
9,3,8,6,1,0,6,3,4,0,-1
6,1,2,3,1,2,2,3,1,1,-1
1,1,4,1,3,1,0,3,0,2,-1
15,5,13,8,6,10,3,4,2,6,-1
6,1,3,6,4,3,2,0,5,7,-1
15,1,4,6,4,4,4,1,0,2,-1
0,4,4,1,0,2,7,1,0,2,-1
6,3,1,3,3,1,3,0,4,5,-1
23,15,14,8,4,5,8,7,5,9,-1
7,3,5,4,4,2,0,3,0,1,-1
6,4,5,1,0,3,1,1,1,2,-1
19,18,13,10,11,5,8,4,0,1,-1
25,8,15,10,15,2,2,3,8,4,-1
4,7,1,1,2,1,0,1,0,2,-1
3,4,4,3,1,2,0,2,1,4,-1
4,6,3,7,4,2,1,0,4,2,-1
8,7,8,6,2,3,2,3,0,1,-1
12,8,4,7,4,4,3,1,4,3,-1
11,5,4,6,0,4,0,3,2,4,-1
20,5,5,5,2,0,4,4,3,0,-1
48,27,28,10,20,17,8,18,8,6,-1
46,18,14,19,26,11,14,6,22,22,-1
21,19,10,4,15,7,5,8,0,5,-1
16,18,13,16,7,6,6,8,12,12,-1
12,5,5,4,1,4,0,1,0,3,-1
11,10,8,3,4,9,4,5,4,4,-1
10,12,3,10,8,7,14,1,9,2,-1
12,3,0,4,2,4,2,1,0,2,-1
11,5,3,7,4,1,2,4,4,2,-1
14,1,2,5,2,3,1,3,2,3,-1
7,2,2,0,3,3,0,1,0,2,-1
37,8,10,16,16,24,16,9,2,2,-1
55,29,31,20,17,18,9,15,2,6,-1
3,3,7,2,1,2,6,2,5,1,-1
7,4,4,2,4,0,4,4,3,4,-1
14,6,4,2,7,4,9,1,1,4,-1
8,4,6,3,2,2,5,2,2,2,-1
6,2,5,0,5,2,1,2,2,2,-1
8,4,2,3,5,2,1,4,4,2,-1
36,5,6,6,6,5,6,7,9,4,-1
7,4,1,1,4,3,1,3,4,3,-1
13,5,1,5,1,2,3,4,2,2,-1
11,4,7,3,5,0,5,3,9,3,-1
18,6,2,3,5,2,5,1,0,0,-1
18,10,9,1,6,1,2,6,2,0,-1
3,1,3,1,0,5,6,3,7,5,-1
19,1,5,8,7,6,7,3,3,2,-1
4,2,8,0,3,5,2,2,2,2,-1
9,4,3,3,0,0,2,2,0,1,-1
7,2,4,2,2,4,4,8,2,2,-1
11,6,6,4,6,2,7,2,2,1,-1
10,8,4,8,4,0,0,0,0,2,-1
2,4,6,4,3,0,1,2,1,2,-1
13,11,3,3,13,0,0,4,9,0,-1
9,3,3,2,7,2,5,3,1,2,-1
7,2,1,3,5,4,0,1,1,2,-1
40,19,9,17,12,20,4,11,13,9,-1
16,13,9,14,11,12,5,7,7,4,-1
5,4,0,5,7,0,4,0,4,1,-1
6,3,8,1,8,2,2,0,1,4,-1
30,10,7,12,15,10,2,9,1,4,-1
9,2,1,1,2,4,4,0,3,3,-1
6,7,6,2,3,3,1,3,0,9,-1
7,1,4,3,4,4,4,1,5,0,-1
3,7,3,2,3,3,2,1,3,2,-1
8,10,2,0,7,0,1,3,2,1,-1
12,7,4,4,6,5,4,0,7,4,-1
22,7,3,5,7,6,1,10,0,2,-1
15,4,4,10,7,3,2,4,5,3,-1
23,10,7,21,7,8,10,5,5,5,-1
7,6,1,8,4,2,0,3,1,2,-1
13,3,4,8,7,7,3,5,1,0,-1
12,14,15,6,9,10,6,4,5,2,-1
9,3,6,3,8,3,1,3,0,2,-1
11,4,7,7,1,4,3,3,2,2,-1
7,5,5,2,5,3,3,2,3,4,-1
11,7,5,3,3,1,7,4,10,3,-1
15,1,8,8,8,8,1,3,4,7,-1
14,13,6,8,9,0,4,6,2,5,-1
6,5,5,1,2,7,0,3,1,3,-1
7,4,6,3,5,3,4,1,1,1,-1
5,1,5,3,4,0,5,0,3,5,-1
6,10,12,5,5,2,5,7,12,3,-1
8,2,1,2,4,0,2,2,6,5,-1
16,3,4,2,5,8,5,4,0,2,-1
9,6,5,1,10,4,2,2,0,5,-1
8,3,4,6,0,3,3,5,2,2,-1
16,5,11,2,10,2,8,4,2,5,-1
8,5,10,8,5,8,5,6,11,4,-1
6,7,3,1,3,1,6,3,3,2,-1
5,2,2,1,1,0,3,0,4,0,-1
4,4,6,2,4,9,2,0,3,3,-1
4,4,0,2,6,0,7,0,4,7,-1
14,9,16,9,11,10,9,7,4,5,-1
2,2,1,1,1,2,0,5,1,1,-1
9,3,2,5,2,4,3,2,0,1,-1
22,14,7,3,12,7,5,7,10,5,-1
12,11,7,7,11,3,12,10,8,4,-1
4,2,1,0,1,3,1,0,0,1,-1
37,9,18,8,11,14,9,16,7,9,-1
17,4,9,2,2,5,4,4,1,1,-1
4,4,4,4,3,1,1,1,0,1,-1
5,4,3,3,0,5,0,0,0,0,-1
6,2,2,5,0,1,5,1,3,4,-1
7,0,4,4,5,2,2,1,4,7,-1
25,10,10,14,9,10,4,8,5,3,-1
7,2,3,4,4,5,4,3,3,4,-1
31,23,15,10,12,18,15,13,4,6,-1
11,6,7,4,6,2,4,4,8,1,-1
6,2,4,0,3,0,13,2,2,1,-1
11,7,8,5,7,1,7,3,8,5,-1
7,3,3,2,6,7,3,3,4,6,-1
10,3,2,3,1,2,2,2,2,1,-1
3,0,2,3,2,0,0,1,7,5,-1
7,6,9,8,5,7,3,5,1,6,-1
12,19,7,4,12,2,10,7,4,5,-1
9,6,1,3,4,2,3,2,2,7,-1
8,2,8,4,3,1,8,2,2,2,-1
40,26,20,12,20,19,8,11,3,10,-1
13,4,5,8,3,1,4,2,5,1,-1
24,15,10,10,14,8,5,4,6,5,-1
25,22,14,8,9,2,7,6,4,1,-1
6,7,10,1,6,8,3,1,1,2,-1
5,4,4,1,6,1,2,3,2,4,-1
5,9,0,2,1,5,3,4,3,1,-1
11,5,10,2,4,1,7,1,2,3,-1
3,1,1,2,1,1,1,1,2,5,-1
21,8,13,5,9,5,3,9,0,2,-1
10,5,8,3,2,9,4,3,0,2,-1
8,3,5,1,2,1,3,2,7,1,-1
10,4,1,2,1,1,3,2,5,3,-1
8,5,2,0,3,0,3,1,4,1,-1
8,7,2,3,12,3,4,4,1,2,-1
16,16,14,10,13,7,2,6,0,3,-1
13,9,16,3,15,2,6,5,2,4,-1
10,3,5,5,7,2,1,0,7,6,-1
5,0,1,5,0,3,0,1,9,7,-1
9,4,2,3,3,8,1,1,3,5,-1
7,4,2,2,4,0,6,2,4,2,-1
4,3,2,3,7,2,3,2,12,7,-1
7,2,2,3,0,2,0,3,5,1,-1
7,4,0,4,2,1,0,1,4,3,-1
8,5,2,4,1,1,1,3,2,1,-1
9,4,5,5,1,2,2,2,1,3,-1
9,5,5,1,4,3,1,2,1,0,-1
4,6,8,6,10,2,6,0,6,2,-1
9,8,6,6,5,4,5,2,3,2,-1
11,4,8,10,9,5,7,1,2,4,-1
3,1,4,4,4,3,2,2,3,4,-1
11,5,10,11,2,6,3,2,8,5,-1
32,28,12,7,14,6,8,6,5,3,-1
44,15,19,17,16,10,8,9,0,3,-1
3,5,1,3,4,1,3,0,5,3,-1
8,4,8,5,2,3,2,3,0,0,-1
32,1,27,8,27,18,22,7,16,10,-1
17,10,6,7,4,6,6,3,3,5,-1
4,2,3,1,4,0,3,0,1,4,-1
4,0,0,0,1,1,2,0,0,0,-1
5,3,3,5,4,3,3,2,2,1,-1
9,1,5,1,3,0,2,3,2,1,-1
69,32,20,10,29,10,4,19,8,6,-1
8,7,1,2,3,1,0,0,6,1,-1
6,3,7,6,3,1,5,3,2,7,-1
24,6,9,15,13,12,4,3,0,5,-1
11,8,6,3,4,3,6,2,2,3,-1
13,6,6,2,6,4,1,1,1,0,-1
8,2,2,3,2,3,4,1,0,2,-1
6,7,8,5,5,4,7,6,8,2,-1
9,3,4,2,0,6,5,2,4,2,-1
20,14,13,4,14,5,13,4,3,4,-1
21,16,6,6,7,6,8,6,11,3,-1
23,16,10,11,9,2,10,9,1,2,-1
12,11,4,6,6,2,2,5,7,8,-1
13,8,4,6,4,2,11,6,6,5,-1
12,9,9,6,13,3,5,4,8,8,-1
26,14,18,4,9,6,5,6,2,5,-1
11,1,4,3,2,4,2,3,0,2,-1
9,2,6,3,2,3,3,1,2,4,-1
14,5,8,7,4,3,1,1,0,2,-1
13,2,4,7,2,2,0,1,0,2,-1
5,0,4,6,5,2,3,3,2,3,-1
11,1,2,1,1,4,1,2,1,1,-1
7,2,10,6,5,4,1,3,2,3,-1
8,6,3,3,3,6,3,1,3,1,-1
7,5,1,0,4,3,2,3,0,2,-1
6,2,4,4,1,2,3,0,0,1,-1
4,3,7,3,2,4,5,3,4,2,-1
19,9,10,3,6,4,3,5,2,3,-1
6,5,5,2,2,4,4,4,4,4,-1
14,11,9,6,4,5,4,3,4,5,-1
2,1,0,0,1,4,2,3,2,3,-1
4,4,3,4,3,1,1,1,1,1,-1
7,4,5,2,3,7,3,2,4,5,-1
11,7,4,10,2,7,5,2,2,1,-1
0,0,1,0,1,3,2,0,0,1,-1
7,2,4,4,4,0,2,1,3,4,-1
16,8,7,4,9,8,6,8,5,7,-1
20,11,14,11,6,7,6,9,5,2,-1
4,3,3,3,3,1,5,4,0,1,-1
5,3,1,1,3,5,4,3,1,3,-1
39,18,30,23,28,6,15,27,0,5,-1
5,1,2,0,8,1,3,0,1,3,-1
20,11,12,8,12,8,10,7,5,9,-1
5,3,2,2,1,4,0,1,4,4,-1
6,7,5,4,4,5,4,4,5,4,-1
5,2,1,6,0,5,5,1,1,4,-1
19,2,5,6,5,4,3,2,4,4,-1
16,12,12,8,5,6,3,3,0,1,-1
18,5,12,7,6,6,3,4,3,0,-1
7,3,3,4,2,0,2,1,1,2,-1
5,7,1,2,5,2,3,2,3,3,-1
12,2,2,3,1,6,3,5,1,2,-1
3,5,6,2,1,6,4,3,1,5,-1
7,5,6,4,1,4,2,3,2,3,-1
9,9,4,7,1,5,1,7,2,3,-1
18,9,3,4,8,4,3,2,1,1,-1
21,9,18,5,5,6,5,5,11,5,-1
12,7,8,9,6,4,2,7,4,5,-1
37,9,28,22,20,10,9,7,10,8,-1
12,7,16,6,6,5,6,5,9,3,-1
47,31,28,31,28,10,10,17,3,7,-1
10,13,10,13,10,1,9,6,2,6,-1
20,3,6,6,12,6,10,4,6,4,-1
6,5,4,4,4,3,4,2,3,3,-1
4,4,3,4,0,1,4,2,4,2,-1
7,12,2,5,9,10,4,6,2,9,-1
13,14,10,6,6,3,1,7,0,0,-1
15,6,2,3,4,0,1,2,6,2,-1
8,5,3,3,6,2,4,0,9,2,-1
11,6,6,4,5,6,0,2,0,1,-1
73,25,26,32,22,14,7,26,5,10,-1
7,2,1,2,5,2,6,2,2,4,-1
6,8,2,5,1,2,2,1,0,5,-1
15,3,0,4,2,1,2,1,3,1,-1
12,2,4,1,6,1,0,0,10,2,-1
1,4,1,0,2,3,2,1,0,2,-1
22,18,24,13,13,11,7,10,11,10,-1
5,4,4,3,3,1,6,1,0,2,-1
7,3,5,5,5,5,2,3,3,6,-1
15,8,3,6,8,1,3,1,4,0,-1
5,3,0,2,3,2,0,1,0,1,-1
8,9,4,4,3,4,5,0,1,2,-1
19,4,4,7,2,1,1,4,6,3,-1
28,13,13,19,10,6,6,8,5,10,-1
32,12,13,13,14,23,4,6,5,4,-1
19,14,19,17,11,8,2,4,1,1,-1
4,2,2,2,3,3,0,1,0,0,-1
28,9,13,8,9,7,3,1,1,6,-1
16,17,8,10,9,6,1,7,2,3,-1
10,3,2,6,0,6,2,0,4,1,-1
8,2,3,1,3,1,1,2,6,2,-1
10,2,1,2,3,2,6,1,7,3,-1
16,8,6,6,10,8,5,9,0,7,-1
9,2,7,3,6,4,3,0,2,2,-1
11,3,1,4,1,0,2,6,3,5,-1
17,24,13,17,18,9,8,8,7,6,-1
9,5,5,1,0,4,2,1,3,6,-1
14,8,7,6,5,7,5,4,6,2,-1
12,7,7,12,4,4,3,7,4,1,-1
10,6,4,7,3,1,4,3,8,9,-1
9,7,1,2,2,1,3,0,3,0,-1
5,3,2,1,8,1,2,0,0,2,-1
4,1,0,2,0,0,0,1,0,1,-1
8,5,5,2,6,0,5,10,10,5,-1
2,0,1,2,2,0,1,1,1,4,-1
7,0,2,4,1,5,3,3,1,1,-1
6,2,2,2,3,2,2,2,1,1,-1
9,2,3,5,4,0,1,2,8,3,-1
5,2,1,1,2,0,1,1,2,3,-1
40,28,27,19,14,12,9,5,11,23,-1
21,6,11,4,7,9,7,5,3,3,-1
10,1,2,1,0,3,1,4,0,2,-1
3,1,0,1,0,2,0,0,0,0,-1
2,1,2,0,0,1,0,1,0,2,-1
15,1,2,5,2,5,1,1,0,1,-1
4,9,4,3,2,5,4,1,1,5,-1
29,3,9,13,17,3,14,8,8,11,-1
16,5,10,7,7,5,8,2,4,2,-1
8,5,3,3,5,2,3,1,0,3,-1
9,5,5,5,3,4,4,1,0,2,-1
22,11,6,12,10,6,1,7,0,4,-1
17,3,1,7,7,4,1,5,3,4,-1
7,3,2,2,6,1,2,0,0,1,-1
12,2,8,5,4,4,2,1,3,5,-1
3,2,1,2,1,2,3,0,0,0,-1
22,9,8,0,5,4,7,5,9,3,-1
31,15,8,8,7,12,9,7,5,7,-1
18,4,9,5,6,9,5,2,0,4,-1
4,2,3,1,0,3,1,0,3,2,-1
24,7,5,8,4,4,8,1,5,3,-1
5,1,0,3,1,0,0,2,1,1,-1
4,3,3,2,2,0,0,1,5,1,-1
10,4,5,3,6,1,2,4,15,2,-1
7,5,4,5,8,1,4,3,8,1,-1
7,1,5,3,3,0,0,3,1,1,-1
11,5,3,4,2,3,0,6,0,2,-1
16,4,8,5,8,5,2,5,0,3,-1
9,2,7,1,8,4,1,1,0,1,-1
10,6,5,4,3,3,3,2,1,0,-1
18,5,15,7,8,6,6,4,8,2,-1
19,7,4,3,3,4,8,0,8,1,-1
11,3,6,9,6,8,5,2,1,6,-1
6,1,4,1,3,3,4,3,8,5,-1
9,7,3,4,8,1,2,0,4,1,-1
8,8,5,1,0,1,3,1,7,4,-1
16,8,8,6,13,2,5,3,9,4,-1
14,5,5,2,11,4,1,4,5,1,-1
8,0,6,0,6,0,2,1,4,1,-1
13,4,6,6,5,3,0,2,0,1,-1
7,5,2,4,1,1,3,5,0,4,-1
8,2,5,2,3,2,7,4,4,4,-1
7,5,2,2,6,1,0,0,3,6,-1
19,6,13,8,3,7,9,1,2,2,-1
8,6,5,2,7,3,1,3,0,1,-1
2,1,2,2,5,0,1,0,2,5,-1
20,14,8,19,14,2,6,3,5,7,-1
16,6,9,10,2,1,5,5,6,2,-1
4,2,2,1,4,1,2,1,5,3,-1
11,6,7,5,3,3,3,5,1,2,-1
10,3,9,1,3,5,1,0,3,5,-1
8,8,5,1,5,4,2,1,3,5,-1
12,12,11,6,8,4,8,2,0,2,-1
59,12,13,28,17,7,1,12,0,5,-1
43,21,12,17,15,1,15,5,14,7,-1
37,18,20,24,22,16,14,15,11,8,-1
12,9,4,15,11,11,5,2,8,5,-1
26,6,2,10,11,11,11,5,6,10,-1
7,2,6,8,0,3,4,2,0,2,-1
15,16,8,11,9,7,6,5,2,2,-1
14,12,12,12,5,1,1,5,5,3,-1
10,6,2,4,2,5,1,3,6,2,-1
7,4,4,6,2,1,1,4,0,3,-1
13,3,4,8,2,7,1,4,2,2,-1
2,3,1,1,7,1,1,0,0,3,-1
15,8,5,5,9,3,13,1,3,4,-1
20,6,2,9,3,1,2,3,2,2,-1
15,5,7,6,6,6,2,2,0,2,-1
5,4,1,0,2,1,2,0,1,3,-1
0,0,8,2,2,2,2,0,1,2,-1
26,16,4,7,2,3,6,6,8,6,-1
8,4,7,4,6,3,0,3,2,1,-1
3,5,7,3,4,3,2,1,1,5,-1
15,5,5,4,2,8,1,0,0,2,-1
25,4,9,10,4,6,5,5,7,4,-1
3,2,6,3,2,2,1,3,2,4,-1
12,2,5,3,3,4,5,3,6,5,-1
8,5,6,3,6,2,1,1,4,4,-1
4,3,2,2,3,1,1,1,1,0,-1
9,2,7,3,5,1,4,0,3,4,-1
24,7,1,11,6,4,3,2,3,2,-1
9,4,4,4,5,4,3,2,9,6,-1
6,4,4,6,5,4,5,4,1,3,-1
16,4,2,2,6,1,2,2,5,1,-1
17,10,7,10,4,5,4,5,3,5,-1
30,9,11,20,10,14,2,11,3,5,-1
20,3,13,8,6,10,6,6,2,3,-1
11,3,3,1,5,3,0,2,0,1,-1
10,2,1,4,2,4,1,1,0,1,-1
29,15,16,12,15,5,14,14,7,6,-1
19,4,6,11,9,4,4,4,3,4,-1
36,10,12,10,7,8,2,7,3,1,-1
7,5,2,1,4,4,5,3,1,4,-1
22,8,11,9,8,4,3,7,2,1,-1
8,2,3,2,1,4,5,0,1,2,-1
8,5,8,4,1,0,2,1,3,2,-1
14,7,4,4,4,2,7,3,4,5,-1
7,6,5,2,2,2,4,2,0,1,-1
9,9,5,5,5,1,3,1,3,1,-1
4,5,3,1,3,4,1,3,2,2,-1
31,18,16,9,12,9,4,5,9,7,-1
16,7,10,8,4,5,5,13,5,6,-1
15,11,9,9,7,9,3,5,0,3,-1
25,10,11,11,10,3,0,6,7,6,-1
54,21,30,19,35,2,7,7,8,9,-1
14,3,2,0,4,3,4,2,0,1,-1
36,19,11,16,10,8,4,1,1,3,-1
1,0,0,0,1,0,3,1,3,2,-1
15,7,5,4,10,6,1,2,1,1,-1
6,2,3,1,1,3,3,0,6,1,-1
13,3,6,4,8,5,8,1,4,2,-1
9,3,3,2,2,2,4,0,5,2,-1
8,2,6,6,3,5,1,1,1,3,-1
19,9,4,8,5,2,4,2,13,1,-1
10,5,1,3,2,4,0,0,1,1,-1
9,2,2,3,3,0,5,1,8,1,-1
21,4,5,9,3,1,0,7,0,1,-1
24,14,13,11,13,1,1,5,3,2,-1
27,8,10,9,7,10,7,8,12,4,-1
5,4,2,3,2,3,2,1,0,1,-1
2,1,1,1,3,1,1,0,1,2,-1
22,2,12,10,14,3,10,11,4,6,-1
14,11,12,5,8,5,4,3,10,6,-1
11,3,1,0,1,1,2,2,7,1,-1
2,1,1,3,3,1,4,1,1,1,-1
6,7,4,4,11,7,0,3,0,3,-1
14,4,13,6,2,7,5,0,0,0,-1
14,6,5,7,4,4,4,2,2,2,-1
6,2,5,1,5,4,3,2,4,2,-1
12,4,3,4,4,1,2,1,2,1,-1
18,15,13,10,14,13,19,11,10,10,-1
5,2,3,3,2,6,2,5,2,6,-1
9,1,3,3,3,4,3,3,2,2,-1
0,4,3,2,4,3,4,1,8,2,-1
5,3,1,5,4,2,0,5,0,1,-1
14,0,5,5,4,4,0,4,1,0,-1
5,1,4,3,3,3,4,2,5,4,-1
21,5,12,5,14,7,0,9,0,4,-1
27,12,12,6,18,2,6,7,2,6,-1
14,4,4,5,18,0,1,8,8,1,-1
12,9,9,10,10,6,9,6,2,5,-1
13,8,10,4,4,8,0,2,1,0,-1
9,5,8,2,7,11,7,4,1,4,-1
5,4,4,2,3,2,3,2,2,3,-1
6,0,4,1,6,8,1,2,0,1,-1
5,3,2,2,1,1,1,2,0,1,-1
8,6,4,7,1,4,3,2,2,6,-1
15,4,8,6,8,4,8,3,4,3,-1
11,2,0,2,4,1,6,2,2,3,-1
15,6,0,4,6,4,5,0,6,1,-1
13,4,5,0,7,3,7,3,7,3,-1
3,5,3,1,6,2,3,5,4,3,-1
14,10,10,8,10,8,13,7,4,2,-1
19,8,11,6,7,5,5,6,7,2,-1
10,10,5,9,3,9,3,2,1,4,-1
1,2,3,1,2,3,3,1,0,2,-1
3,3,9,4,4,5,3,3,0,0,-1
2,0,1,0,1,1,0,1,0,2,-1
0,4,1,1,0,0,3,2,1,1,-1
20,6,5,4,7,5,6,9,5,6,-1
26,8,7,5,5,6,4,2,5,1,-1
6,3,6,2,3,1,5,2,1,2,-1
2,1,5,1,3,1,7,1,2,3,-1
12,5,6,5,2,2,4,2,3,2,-1
5,1,3,2,1,3,1,1,3,1,-1
6,3,2,1,3,3,1,2,4,3,-1
9,4,4,5,4,0,6,1,10,0,-1
5,2,2,2,1,0,3,0,2,1,-1
1,2,2,0,3,2,3,1,0,0,-1
8,5,10,8,16,0,4,0,11,9,-1
4,1,2,1,1,2,3,1,3,1,-1
4,2,3,3,3,0,0,0,0,4,-1
20,10,11,5,13,15,4,2,1,5,-1
4,1,4,1,3,4,1,1,5,4,-1
6,3,8,4,4,5,3,0,2,2,-1
7,1,5,2,4,1,2,2,3,3,-1
4,2,2,3,1,1,2,4,1,2,-1
14,4,7,6,7,3,1,3,1,4,-1
17,6,5,5,5,1,2,3,3,1,-1
14,13,6,4,12,5,16,6,10,2,-1
4,3,6,2,1,2,1,2,0,2,-1
21,12,10,12,10,13,11,7,4,7,-1
9,1,3,2,4,2,4,0,13,6,-1
32,11,15,8,22,18,5,9,2,4,-1
49,17,17,16,23,14,20,15,12,7,-1
16,9,16,6,9,5,1,2,1,6,-1
16,6,9,5,9,7,11,2,0,3,-1
9,1,6,9,2,6,5,1,3,6,-1
25,8,9,15,8,6,5,6,8,9,-1
36,6,11,4,9,7,4,8,4,8,-1
7,1,3,2,4,0,1,1,4,1,-1
3,3,7,6,7,5,4,1,0,1,-1
22,8,8,5,7,1,4,2,7,0,-1
38,18,18,19,20,10,11,23,2,10,-1
23,5,4,1,7,6,4,4,2,5,-1
41,23,20,15,24,10,20,9,18,7,-1
27,11,9,22,8,7,1,3,1,4,-1
8,2,0,2,4,2,6,2,4,4,-1
7,3,5,1,2,5,0,2,1,7,-1
4,1,3,2,2,3,5,0,1,2,-1
0,1,2,0,1,2,0,0,0,1,-1
9,4,4,3,2,2,2,4,0,3,-1
7,0,0,3,1,0,0,1,0,0,-1
10,7,4,2,2,1,7,1,6,8,-1
8,1,3,2,2,0,2,0,0,2,-1
3,2,2,0,0,1,1,1,0,1,-1
4,4,5,2,1,0,5,1,2,2,-1
13,4,2,0,3,10,4,3,0,1,-1
21,8,9,8,6,3,3,4,5,2,-1
6,1,5,1,1,3,1,0,0,1,-1
6,0,2,0,0,1,3,3,1,1,-1
1,6,3,2,1,3,3,1,4,4,-1
7,4,8,3,3,2,5,4,2,6,-1
13,9,7,11,7,4,4,4,4,3,-1
7,2,2,2,4,1,2,4,5,2,-1
30,13,12,13,11,2,3,11,5,5,-1
10,6,5,5,4,5,5,0,0,2,-1
11,9,9,5,3,2,3,2,2,1,-1
18,5,4,3,5,7,1,5,0,2,-1
27,5,13,15,5,6,3,10,0,4,-1
15,3,2,0,1,2,9,0,1,1,-1
16,17,2,5,5,2,8,2,8,6,-1
62,10,18,18,7,20,5,13,4,6,-1
27,19,17,9,14,5,3,6,0,6,-1
7,9,4,0,2,4,4,4,4,3,-1
12,6,10,4,3,8,1,2,3,3,-1
9,12,15,5,9,3,0,5,6,3,-1
11,7,4,8,9,1,2,2,3,4,-1
26,10,17,29,10,8,8,9,4,6,-1
7,6,7,2,7,1,2,3,10,6,-1
10,3,6,5,3,4,2,4,0,4,-1
19,2,3,6,10,1,5,5,0,1,-1
11,1,10,3,1,1,1,1,2,0,-1
17,5,16,7,4,12,3,5,0,3,-1
6,3,2,3,3,5,0,1,0,1,-1
19,5,13,6,4,8,9,3,3,7,-1
7,3,4,4,3,5,1,2,2,5,-1
5,4,8,1,0,0,0,1,3,0,-1
16,10,5,9,5,3,3,2,0,2,-1
4,1,0,0,1,3,1,0,0,1,-1
40,8,8,17,10,6,6,10,8,7,-1
3,2,6,2,6,4,0,1,1,2,-1
11,8,6,2,7,2,6,2,4,1,-1
8,2,5,5,3,3,2,3,6,1,-1
10,10,4,3,4,2,5,2,5,3,-1
6,3,11,0,5,2,1,2,2,6,-1
11,6,1,1,4,2,5,1,4,3,-1
6,2,0,3,1,1,1,0,3,3,-1
